sub_id,trial_num,dot,age,gender,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
pilot_1,1,12/3/15,3.644079398,female,purse,all,18576,none,all,some,allpurse,images/glasses.png,images/glasses.png,images/glasses.png,images/glasses.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/shirt.png,images/shirt.png,images/purse.png,purse,purse,purse,purse,purse,shirt,shirt,purse,glasses,glasses,glasses,glasses,purse,shirt,glasses,C,Y,all
pilot_1,2,12/3/15,3.644079398,female,sock,some,19003,none,some,all,somesock,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/sock.png,images/sock.png,images/hat.png,images/hat.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,sock,sock,sock,sock,sock,sock,hat,hat,shorts,shorts,shorts,shorts,sock,hat,shorts,R,N,all
pilot_1,3,12/3/15,3.644079398,female,stroller,none,17694,none,all,some,nonestroller,images/house.png,images/house.png,images/house.png,images/house.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/firetruck.png,images/stroller.png,images/stroller.png,images/firetruck.png,stroller,stroller,stroller,stroller,firetruck,stroller,stroller,firetruck,house,house,house,house,stroller,firetruck,house,L,Y,none
pilot_1,4,12/3/15,3.644079398,female,scissors,some,26898,some,none,all,somescissors,images/scissors.png,images/paintbrush.png,images/scissors.png,images/paintbrush.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,scissors,scissors,scissors,scissors,scissors,paintbrush,scissors,paintbrush,drum,drum,drum,drum,scissors,paintbrush,drum,R,N,all
pilot_2,1,12/3/15,6.110882957,male,crayon,all,5615,all,some,none,allcrayon,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/block.png,images/block.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,crayon,crayon,crayon,crayon,crayon,crayon,block,block,scissors,scissors,scissors,scissors,crayon,block,scissors,L,Y,all
pilot_2,2,12/3/15,6.110882957,male,boat,some,9396,all,none,some,someboat,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/boat.png,images/bell.png,images/bell.png,images/boat.png,boat,boat,boat,boat,boat,bell,bell,boat,paintbrush,paintbrush,paintbrush,paintbrush,boat,bell,paintbrush,R,Y,some
pilot_2,3,12/3/15,6.110882957,male,phone,none,5032,some,none,all,nonephone,images/phone.png,images/phone.png,images/house.png,images/house.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,phone,phone,phone,phone,phone,phone,house,house,cup,cup,cup,cup,phone,house,cup,C,Y,none
pilot_2,4,12/3/15,6.110882957,male,plane,all,3531,some,all,none,allplane,images/map.png,images/map.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,plane,plane,plane,plane,map,map,plane,plane,stroller,stroller,stroller,stroller,plane,map,stroller,C,Y,all
pilot_2,5,12/3/15,6.110882957,male,fence,none,1180,none,all,some,nonefence,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/cupcake.png,images/fence.png,images/cupcake.png,fence,fence,fence,fence,fence,cupcake,fence,cupcake,lamp,lamp,lamp,lamp,fence,cupcake,lamp,L,Y,none
pilot_2,6,12/3/15,6.110882957,male,car,none,4983,none,some,all,nonecar,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/car.png,images/car.png,images/chair.png,images/chair.png,images/car.png,images/car.png,images/car.png,images/car.png,car,car,car,car,car,car,chair,chair,barn,barn,barn,barn,car,chair,barn,L,Y,none
pilot_2,7,12/3/15,6.110882957,male,soccer,none,4461,some,none,all,nonesoccer,images/soccer.png,images/teddybear.png,images/soccer.png,images/teddybear.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,soccer,soccer,soccer,soccer,soccer,teddybear,soccer,teddybear,pencil,pencil,pencil,pencil,soccer,teddybear,pencil,C,Y,none
